,samples,nm_class,slices,fold
14,b41746a-95c0-4875-afb5-c6d3d3ad30d9.csv,Eso-AdenoCA,3,2
15,e69c886-535b-4ff0-9236-abf6799acdbd.csv,Eso-AdenoCA,4,2
16,1f3ff14-7d74-447c-a5da-9ad8336c3f3f.csv,Eso-AdenoCA,5,2
17,3992441-4f34-42f2-ba87-6ddd227f2250.csv,Eso-AdenoCA,6,2
18,5dc84c1-476c-4d48-ae23-622bf6e043ac.csv,Eso-AdenoCA,7,2
19,5eb6ecf-9514-4416-94b1-02200c0a1571.csv,Eso-AdenoCA,8,2
20,6680797-36de-413d-b2a1-8804ac1705e9.csv,Eso-AdenoCA,9,2
21,71235d9-55b8-40a7-8cd6-baa7c2ad0493.csv,Eso-AdenoCA,10,2
22,84ef419-ee94-4563-9237-236fddeb4b64.csv,Eso-AdenoCA,1,2
24,a551616-4840-4111-a8c5-b4aa773d82c2.csv,Eso-AdenoCA,3,2
25,b590d75-ccfb-4da8-a2e9-10fb07e02cea.csv,Eso-AdenoCA,4,2
26,bb4c27b-4d0d-4d13-b910-41a9ebf95880.csv,Eso-AdenoCA,5,2
27,da169e8-844a-4eee-b794-a2eb81db779a.csv,Eso-AdenoCA,6,2
28,e6a17f9-c249-41b6-ba49-55aaa39d21c5.csv,Eso-AdenoCA,7,2
29,2629ae0-9410-4fac-8df1-2c276467deb5.csv,Eso-AdenoCA,8,2
30,283773c-c04b-4f33-a398-f3566f6d293a.csv,Eso-AdenoCA,9,2
31,7874ff4-0b1c-4a31-9192-2a10e93ce9a1.csv,Eso-AdenoCA,10,2
32,8a0da38-8147-40fe-b683-3f070413a792.csv,Eso-AdenoCA,1,2
34,32bec86-b8d3-41a1-ba17-913a7d378f66.csv,Eso-AdenoCA,3,2
35,69393c8-e2fe-4580-a45b-81f1b1e01135.csv,Eso-AdenoCA,4,2
36,fd632ea-085e-4e9b-8dcc-ec94e492d3bf.csv,Eso-AdenoCA,5,2
37,0525b38-c34b-479b-86d3-013c7e567b8f.csv,Eso-AdenoCA,6,2
38,4623aaa-a274-4baa-8b71-958d9c8df733.csv,Eso-AdenoCA,7,2
39,495e68e-1434-45d3-a03d-f286447dda79.csv,Eso-AdenoCA,8,2
40,9c3c88c-d51e-4e03-b96b-ec4f1a0faa2d.csv,Eso-AdenoCA,9,2
41,a0d0c42-1884-4c6a-936a-678a822c0936.csv,Eso-AdenoCA,10,2
42,08e21ac-f529-4461-bc4f-d3a194a92b80.csv,Eso-AdenoCA,1,2
44,866dfb2-46b3-42b4-905b-12f80593d6bd.csv,Eso-AdenoCA,3,2
45,a4f6014-f7a2-459b-bc43-df164e73cbba.csv,Eso-AdenoCA,4,2
46,adcea71-1aed-450c-b0ff-b9d9820c6153.csv,Eso-AdenoCA,5,2
47,c5c2293-3f40-4ae3-8346-6a327b2abf4d.csv,Eso-AdenoCA,6,2
48,d2da7ba-f57c-4083-9572-6fa98008083b.csv,Eso-AdenoCA,7,2
49,f94d650-41b9-4664-bcde-dc8533e4602d.csv,Eso-AdenoCA,8,2
50,e48aa43-6cd1-4aef-83ce-2451b1b86e8e.csv,Eso-AdenoCA,9,2
51,ff9b1b6-a498-47fe-a970-ab7cfb64e653.csv,Eso-AdenoCA,10,2
52,258860c-a336-4075-996d-2ee0c18b281c.csv,Eso-AdenoCA,1,2
54,6a2896c-1e32-4827-a526-6b7104832f9a.csv,Eso-AdenoCA,3,2
55,749a9a5-cb7f-4038-a5f9-5e2d6b97c689.csv,Eso-AdenoCA,4,2
56,ae33a63-6b1a-43bf-9205-463c867bcbc4.csv,Eso-AdenoCA,5,2
57,ba6be6d-2032-444b-ab3c-dbee8023759d.csv,Eso-AdenoCA,6,2
58,bb9164e-ea1b-49ab-bbcc-f59cf8c32345.csv,Eso-AdenoCA,7,2
59,c00828e-e9ae-4b9c-959e-34837ee2b230.csv,Eso-AdenoCA,8,2
60,de495d1-55b2-4535-9b0a-a999df35977c.csv,Eso-AdenoCA,9,2
61,08c196e-4f96-4b16-94b4-aa6a0153ac50.csv,Eso-AdenoCA,10,2
62,1e3dc5b-b81f-4890-870c-ed3b8ac36dec.csv,Eso-AdenoCA,1,2
64,37a825c-d74e-46cc-92ef-b65016857b4a.csv,Eso-AdenoCA,3,2
65,92023de-5c97-4bf2-aa3c-0e768d7c5ece.csv,Eso-AdenoCA,4,2
66,be290ed-67c8-42bb-84f7-0d32a5f8f3db.csv,Eso-AdenoCA,5,2
67,d4aa4dc-bea4-4f4a-8b1b-8f361112f84f.csv,Eso-AdenoCA,6,2
68,02b4bba-6e66-44fb-a48f-38c309aaaac5.csv,Eso-AdenoCA,7,2
69,53dcb4d-f894-47b8-8a4e-17c7998d8120.csv,Eso-AdenoCA,8,2
70,757a040-3c9e-45e7-a045-9cd08db11d62.csv,Eso-AdenoCA,9,2
71,8f3137e-5e92-4a56-90d4-884a4ed2ef9c.csv,Eso-AdenoCA,10,2
72,9bcba3a-c9be-4305-b5f4-c861282921e0.csv,Eso-AdenoCA,1,2
74,b5bedd3-d8fc-4739-8e6b-9e37223f8be2.csv,Eso-AdenoCA,3,2
75,971ffa7-ce37-4138-b028-598a30478e25.csv,Eso-AdenoCA,4,2
76,9f91ded-3b04-4cd1-8ea6-bbc635a8a4f0.csv,Eso-AdenoCA,5,2
77,b381d49-4546-400c-af02-f877083caa0a.csv,Eso-AdenoCA,6,2
78,b753e6f-5ea3-4b58-9db3-7a62d15c8b2e.csv,Eso-AdenoCA,7,2
79,e799e7b-30e7-44a5-a185-3e50d5e059ef.csv,Eso-AdenoCA,8,2
80,1842491-29ff-4801-8c8a-4d619f749dd1.csv,Eso-AdenoCA,9,2
81,4cf11be-3bd7-403b-9722-91d8e8761e4d.csv,Eso-AdenoCA,10,2
82,707940e-0f9d-4da3-9380-90a422e44efd.csv,Eso-AdenoCA,1,2
84,d7d623b-b9af-4147-9aa6-e09793691f10.csv,Eso-AdenoCA,3,2
85,e581588-be15-4bf4-95d1-aa5478b53ab6.csv,Eso-AdenoCA,4,2
86,ed8b673-53df-4038-a375-7cd0fd2a1b9f.csv,Eso-AdenoCA,5,2
87,fde4013-9062-42f5-a42b-626ef8334a41.csv,Eso-AdenoCA,6,2
88,7a0889c-dd8c-4230-9c63-384f1f6ee577.csv,Eso-AdenoCA,7,2
89,91ab7da-79a6-4ea0-bc24-7aacb39f7614.csv,Eso-AdenoCA,8,2
90,93b0979-65ef-4883-9b6e-39eb17966e66.csv,Eso-AdenoCA,9,2
91,b1531b0-8af1-4b2b-9192-644cb47101fc.csv,Eso-AdenoCA,10,2
92,c474dfa-527c-44f3-9224-bf1c858cabfc.csv,Eso-AdenoCA,1,2
94,2e639cc-c30c-459f-8afc-7ace7d0209c5.csv,Eso-AdenoCA,3,2
95,37de4fa-52f6-4fe4-a3fa-41803032c93f.csv,Eso-AdenoCA,4,2
96,48c3c82-bebe-4b8e-909e-e1a51a7142ec.csv,Eso-AdenoCA,5,2
97,ab0be4b-c84a-45cd-a76f-44d9a8bf1846.csv,Eso-AdenoCA,6,2
0,2c6a893-49c5-49d1-8eb1-195021e70d52.csv,Head-SCC,7,2
1,8227616-02a5-46e8-9db1-f2d1d691ab23.csv,Head-SCC,8,2
2,e6ca8dc-0f31-4675-95b1-5920576daeff.csv,Head-SCC,9,2
3,f9e70b3-24cf-4d76-af7b-84ace66ec5a7.csv,Head-SCC,10,2
4,727e88b-df0a-4af2-9191-8c6061d98ad0.csv,Head-SCC,1,2
6,aff91a6-1b0f-4575-8f4b-4e064a50b886.csv,Head-SCC,3,2
7,db83e80-bdf7-4d8d-8008-bd8406d641fc.csv,Head-SCC,4,2
8,fdab6a6-7346-4229-aa8d-5dbd258f0c60.csv,Head-SCC,5,2
9,ff155dd-deb4-44e0-b3a2-e4875b618435.csv,Head-SCC,6,2
10,fff8b62-534b-4d71-a65f-e5f93b8b50ed.csv,Head-SCC,7,2
11,1205681-a0c7-48d0-81d4-0b7ef31158cf.csv,Head-SCC,8,2
12,9fc38aa-f367-46a3-a14d-a5f657ad0caa.csv,Head-SCC,9,2
13,4d7b6cc-cfcf-4178-b075-f4d129ab18f7.csv,Head-SCC,10,2
14,e604a1c-b95f-44ff-9723-e2fac845da3b.csv,Head-SCC,1,2
16,6d35b82-e1b7-4d35-be5e-3a70fd47e421.csv,Head-SCC,3,2
17,046f1b4-9d95-4841-ba30-691fa44719a2.csv,Head-SCC,4,2
18,193a482-6ed9-4504-bd7c-c8b9e4103577.csv,Head-SCC,5,2
19,4e78de0-d357-4125-a904-ab35e461572b.csv,Head-SCC,6,2
20,bbd66dd-efee-4d6e-b02f-f88e98526b82.csv,Head-SCC,7,2
21,158c9fd-a633-4fef-aa23-bd285f2a87a8.csv,Head-SCC,8,2
22,625877a-7a2b-466f-944b-9e56689ad47b.csv,Head-SCC,9,2
23,e584ff6-0b81-4f85-81da-b8117afee326.csv,Head-SCC,10,2
24,1598359-24d5-4a8b-a6e6-7a6f94289119.csv,Head-SCC,1,2
26,3eca7b5-45bb-44c0-8afe-36f8988d0078.csv,Head-SCC,3,2
27,78a7fe7-20ff-4651-9587-b4d6fd42e929.csv,Head-SCC,4,2
28,650640f-154d-4696-aa96-3611c6fcee7b.csv,Head-SCC,5,2
29,988eb07-01f6-4f83-8699-bb63e0525f08.csv,Head-SCC,6,2
30,fb6b7be-0084-48f7-a256-6d170e72e97f.csv,Head-SCC,7,2
31,0fe80e0-e3ac-485b-8a1a-4c80c101b874.csv,Head-SCC,8,2
32,315b798-f037-48d5-91ed-e733e3bbd6ee.csv,Head-SCC,9,2
33,8041e86-071e-46cd-8fb5-7ecdc1ab0553.csv,Head-SCC,10,2
34,b923db7-54e8-4a50-b7fd-c2b4b300041e.csv,Head-SCC,1,2
36,86e88e7-0d5f-4b32-a35f-dc97251ab990.csv,Head-SCC,3,2
37,cc819eb-f4d8-4ddc-9fdc-a6307fb6741b.csv,Head-SCC,4,2
38,0812962-a345-48b7-aec0-01336c2d1eed.csv,Head-SCC,5,2
39,121de15-78f7-4698-91bf-fd0485c466c2.csv,Head-SCC,6,2
40,2124bb2-30e1-4093-9a8a-3a188a6dc0a9.csv,Head-SCC,7,2
41,76f7fcc-2748-4b6d-805e-d21652dd5e3a.csv,Head-SCC,8,2
42,a137611-533a-4d20-a85d-8e4c3a1eab2d.csv,Head-SCC,9,2
43,25a4c65-9cb4-4611-909e-e68f93408d84.csv,Head-SCC,10,2
44,3709eea-ca2a-49ac-b79c-871a5473d450.csv,Head-SCC,1,2
46,d67dec6-35dd-4efe-b913-ed4884855365.csv,Head-SCC,3,2
47,e8ef60b-4dbe-4aa8-adef-6f58cdfada29.csv,Head-SCC,4,2
48,fa20d2d-1ba3-476a-b4b9-21d21470bee2.csv,Head-SCC,5,2
49,2b5c926-491d-430d-8d9c-5c73d7752d1b.csv,Head-SCC,6,2
50,2e6a409-b64d-463c-ac3b-e7987a3124f0.csv,Head-SCC,7,2
51,52ffa79-557a-4024-81f3-f3826c227ec5.csv,Head-SCC,8,2
52,e963667-56b1-49bd-8896-e07b536d3014.csv,Head-SCC,9,2
53,f673d3d-2031-4036-ba25-4bc7ef04075b.csv,Head-SCC,10,2
54,35f7712-d5c6-47f6-98ed-704edbbc1e19.csv,Head-SCC,1,2
56,eccc27e-5c2e-4339-8746-0945fee93c1e.csv,Head-SCC,3,2
0,7e0e938-f61f-477a-92a2-5b7e74b78943.csv,Kidney-ChRCC,4,2
1,9537dce-c797-4b60-962a-d4c3cd6ab00a.csv,Kidney-ChRCC,5,2
2,b811c6a-8f05-44bd-ac33-fb720d189e71.csv,Kidney-ChRCC,6,2
3,48536ce-ee2a-4952-a19d-10d6f44146b9.csv,Kidney-ChRCC,7,2
4,e8ae8dd-74c1-44d5-a74e-bfdce801c736.csv,Kidney-ChRCC,8,2
5,4f887e1-ce82-40f3-9674-11102bd076c0.csv,Kidney-ChRCC,9,2
6,ccd028d-e7e0-4f77-a512-f658a31819a4.csv,Kidney-ChRCC,10,2
7,22f0b01-2118-4dbe-aba1-3875a54ee71b.csv,Kidney-ChRCC,1,2
9,4739bd6-b3be-441d-8cdb-e4233bf14080.csv,Kidney-ChRCC,3,2
10,ace181a-23bd-424e-a87e-e0c01a2a2cb8.csv,Kidney-ChRCC,4,2
11,729fe4b-c1ac-489b-a67e-91e5c5e3ff8c.csv,Kidney-ChRCC,5,2
12,ecbfd89-393f-4126-aa1c-951a2c23ef89.csv,Kidney-ChRCC,6,2
13,8c7e9c3-1345-48c0-a758-0887358b8696.csv,Kidney-ChRCC,7,2
14,bebc389-de0d-45b8-9d2f-6476988c358a.csv,Kidney-ChRCC,8,2
15,400c324-2c94-477d-acb9-669d4ea46f1e.csv,Kidney-ChRCC,9,2
16,4f696a6-58b2-40a8-b848-fd775cd52529.csv,Kidney-ChRCC,10,2
17,087a2b6-7fc4-45b0-8c48-248864f03deb.csv,Kidney-ChRCC,1,2
19,1bb13fc-f082-4c0b-8066-1729f11ef617.csv,Kidney-ChRCC,3,2
20,5ed2434-da94-4333-90ca-6ca4691cbdd3.csv,Kidney-ChRCC,4,2
21,3b51c61-6eea-4228-a102-840a2e118522.csv,Kidney-ChRCC,5,2
22,4434272-4cbd-4b4d-bd98-44f18526dd69.csv,Kidney-ChRCC,6,2
23,7c1a300-978d-4df1-9e97-ce2f92b9eff1.csv,Kidney-ChRCC,7,2
24,a90f951-ad96-4883-b97f-ac43395dae5d.csv,Kidney-ChRCC,8,2
25,d29543e-8601-4fd0-8e76-3df3de465cab.csv,Kidney-ChRCC,9,2
26,d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0.csv,Kidney-ChRCC,10,2
27,dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b.csv,Kidney-ChRCC,1,2
29,fc0e0e8-1b0f-400c-b4cf-126193283695.csv,Kidney-ChRCC,3,2
30,3deafcb-b54f-4b7e-89ac-c92c16fb919f.csv,Kidney-ChRCC,4,2
31,592e80a-3b1a-46aa-be30-bcd87d6bca6f.csv,Kidney-ChRCC,5,2
32,a686386-8113-4885-b20f-6ad09a295604.csv,Kidney-ChRCC,6,2
33,d2ec47b-a120-4b3b-b10d-aee09805ab33.csv,Kidney-ChRCC,7,2
34,00de7a0-0b09-4e07-988c-ef2a7f8e932a.csv,Kidney-ChRCC,8,2
35,29f6ed6-880d-4f03-977e-1087738e5e60.csv,Kidney-ChRCC,9,2
36,56505cb-e150-408d-9df6-3af4e608c376.csv,Kidney-ChRCC,10,2
37,6d6f49e-6e95-4e41-8388-71f6fe017d80.csv,Kidney-ChRCC,1,2
39,113ce88-04ab-4675-b363-92f80c28de34.csv,Kidney-ChRCC,3,2
40,648c804-4eaf-4252-8b6f-13378158a07d.csv,Kidney-ChRCC,4,2
41,72a7338-c144-4c62-a70e-2177a3b4b77e.csv,Kidney-ChRCC,5,2
42,9032df3-8692-4146-a867-b9b64c9b310a.csv,Kidney-ChRCC,6,2
43,38fc6ac-2af8-4d89-a514-4e2c5fdf08de.csv,Kidney-ChRCC,7,2
44,ae88d21-171c-4df4-b258-3c5948a1034b.csv,Kidney-ChRCC,8,2
0,05794f1-5a87-45b5-9811-83ddf6924568.csv,Kidney-RCC,9,2
1,0bf0350-8c7c-4b9e-8143-13ea2dc1122f.csv,Kidney-RCC,10,2
2,0db1b95-8ca3-4cc4-bb46-6b8c8019a7c7.csv,Kidney-RCC,1,2
4,4db8bef-8777-48ac-bc2e-3c9acb103f48.csv,Kidney-RCC,3,2
5,63cfacf-9933-4a2d-8921-0aeb76e12779.csv,Kidney-RCC,4,2
6,ed63d84-d3fe-4289-9255-35f4a03b703b.csv,Kidney-RCC,5,2
7,f53e757-1823-409f-a0ea-249270728e15.csv,Kidney-RCC,6,2
8,0d15b7a-16d1-4953-aaef-f193ffa97f42.csv,Kidney-RCC,7,2
9,41918cd-3e23-45bc-96e1-b208c80f69e7.csv,Kidney-RCC,8,2
10,4dd86c1-dfb3-4124-a453-4d64223bc048.csv,Kidney-RCC,9,2
11,55873b2-e5de-405f-87f6-6de0d238b160.csv,Kidney-RCC,10,2
12,5a93657-0521-430a-a816-bf0842374b75.csv,Kidney-RCC,1,2
14,d325d84-a3a0-4802-9842-76cb21cecb1c.csv,Kidney-RCC,3,2
15,e046ab9-fa4c-4c15-8d78-ed0048c80ebf.csv,Kidney-RCC,4,2
16,425a532-f562-423a-88f5-228642f53875.csv,Kidney-RCC,5,2
17,52a1c43-f954-44d7-8e31-6bcd0157a05c.csv,Kidney-RCC,6,2
18,67a9862-17bd-4056-ba4a-1f373736ffbb.csv,Kidney-RCC,7,2
19,9548b5f-c88a-4908-8c46-e86483e75067.csv,Kidney-RCC,8,2
20,c581a74-7716-4c20-b366-a8e1d9a901f6.csv,Kidney-RCC,9,2
21,deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac.csv,Kidney-RCC,10,2
22,e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da.csv,Kidney-RCC,1,2
24,3b7e799-ad10-498f-9948-8ce433311539.csv,Kidney-RCC,3,2
25,3bf46dd-16b3-49c6-80d7-76caf27aa0f4.csv,Kidney-RCC,4,2
26,4ab4c57-5240-4af7-a329-a5ab55934fd4.csv,Kidney-RCC,5,2
27,9c55051-e1bc-4081-962a-17205645de45.csv,Kidney-RCC,6,2
28,afae3fb-2d87-4724-a589-d31cce1f4c28.csv,Kidney-RCC,7,2
29,afb3f57-545a-4ed5-9461-2fcb28d89399.csv,Kidney-RCC,8,2
30,b7810f7-f8ff-4d62-b766-3ba06170194c.csv,Kidney-RCC,9,2
31,feac02a-c99f-4dd9-9eff-e4f5e87f7dc5.csv,Kidney-RCC,10,2
32,2f88b95-fa12-47c7-93f1-cf72f207291c.csv,Kidney-RCC,1,2
34,83bb781-0179-42e1-bf9c-487b240769b8.csv,Kidney-RCC,3,2
35,94701ce-05d4-440b-a65e-d925902b9d42.csv,Kidney-RCC,4,2
36,9ad3c8d-88cd-43cd-a273-1623fe2aec0b.csv,Kidney-RCC,5,2
37,0203cff-83f8-4884-8346-b91ef717d00e.csv,Kidney-RCC,6,2
38,0515723-b495-42a9-8750-e3da288bf6a3.csv,Kidney-RCC,7,2
39,0a5970d-a0cb-4251-8ab0-74ad0e94be9a.csv,Kidney-RCC,8,2
40,1206157-94cc-4702-8247-c98283b487aa.csv,Kidney-RCC,9,2
41,1e5a835-eb48-4640-87d0-f40f5e2bff18.csv,Kidney-RCC,10,2
42,4842328-9432-4820-8976-7964bf9bf147.csv,Kidney-RCC,1,2
44,ecc88f7-8391-4168-af11-07a6bf9b3652.csv,Kidney-RCC,3,2
45,03594e3-e427-494c-b9ee-e872d6629563.csv,Kidney-RCC,4,2
46,3d0c49d-918d-41fb-808a-1f8001981917.csv,Kidney-RCC,5,2
47,42e1379-1061-40bc-9a4c-f7c191e84d9d.csv,Kidney-RCC,6,2
48,4446aec-c125-4c81-b9cc-62482cb1aaed.csv,Kidney-RCC,7,2
49,75a5a32-b405-4f03-bfcd-756343d1dfaf.csv,Kidney-RCC,8,2
50,8b7fdb1-22b5-4152-9e69-a41151640cd8.csv,Kidney-RCC,9,2
51,ba5f81a-b7a0-4c18-a112-2e11094eec85.csv,Kidney-RCC,10,2
52,bd4bca3-e568-4d1b-8b42-401fdf13d751.csv,Kidney-RCC,1,2
54,2293a70-9dc8-4e4a-acdc-c74587a90420.csv,Kidney-RCC,3,2
55,2a27124-24b9-41f7-a065-774fdf5f7d19.csv,Kidney-RCC,4,2
56,41c4656-0fd0-416e-86c8-f6533b6c96f4.csv,Kidney-RCC,5,2
57,59e20be-6a2b-4c54-aca0-6d358598d6f5.csv,Kidney-RCC,6,2
58,815397b-aa39-4b79-bcaa-6859a3f115f8.csv,Kidney-RCC,7,2
59,9fa8423-2014-4536-a1f9-cb48aed3c45f.csv,Kidney-RCC,8,2
60,bd3d112-d411-4ea8-a9a9-bd965f0fc943.csv,Kidney-RCC,9,2
61,1d0d6bb-7319-4b67-bcf7-36df24e76b43.csv,Kidney-RCC,10,2
62,5422a8e-2599-4dab-a257-150e380ecba8.csv,Kidney-RCC,1,2
64,7e0b332-60f3-4d59-8c4e-691a820c9ee1.csv,Kidney-RCC,3,2
65,8e35d25-d98d-4576-8ebe-1cd74010ecd8.csv,Kidney-RCC,4,2
66,fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca.csv,Kidney-RCC,5,2
67,fb7fcac-6c1d-40c2-9309-b53821cbef30.csv,Kidney-RCC,6,2
68,fc7a4cc-c25d-4372-bf17-2dae795e5596.csv,Kidney-RCC,7,2
69,59efb81-1d56-4659-9b7a-09f2b62483f2.csv,Kidney-RCC,8,2
70,a015939-8810-4808-9dfa-fb60a1173bc7.csv,Kidney-RCC,9,2
71,ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa.csv,Kidney-RCC,10,2
72,c181313-5b4c-41c5-9ad5-a5a86fe609aa.csv,Kidney-RCC,1,2
74,2034620-e4b5-4d4f-ac05-7fc1c098eb40.csv,Kidney-RCC,3,2
75,335b03d-41ac-4d41-a2a9-3134b5b0a0a7.csv,Kidney-RCC,4,2
76,441697c-4ca0-4eab-9b01-b9cb50223ce2.csv,Kidney-RCC,5,2
77,4f8305f-4409-4776-b34d-4878d18c8693.csv,Kidney-RCC,6,2
78,54aac0e-4108-49cf-bf50-687031c7cda6.csv,Kidney-RCC,7,2
79,56cd282-f6c5-4373-b3d8-676562894598.csv,Kidney-RCC,8,2
80,89a2341-263d-4e7f-87fa-18d9692d6b2b.csv,Kidney-RCC,9,2
81,9dbd55c-5dcc-48db-8785-6baef3fdd7db.csv,Kidney-RCC,10,2
82,ad8c8d6-d828-4aac-9cfb-cee893e36850.csv,Kidney-RCC,1,2
84,19ec4cd-2876-4a2b-bcb9-b3c8db54fc15.csv,Kidney-RCC,3,2
85,28f7607-f162-425f-b44d-64e9633c8824.csv,Kidney-RCC,4,2
86,30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c.csv,Kidney-RCC,5,2
87,4f515ce-5bee-4e40-a66a-01f41e92181e.csv,Kidney-RCC,6,2
88,51fa117-2c0a-4e1d-8ec4-9f039073a486.csv,Kidney-RCC,7,2
89,6365bdb-e6d5-4615-95b3-db12a0c2f3d9.csv,Kidney-RCC,8,2
90,7fbd99c-dea0-4448-a430-7f94c611e702.csv,Kidney-RCC,9,2
91,9d2e29e-8546-4310-aeea-e029f17c0516.csv,Kidney-RCC,10,2
92,a67c02a-180b-43f3-b53c-2b77d84fbe3c.csv,Kidney-RCC,1,2
94,b659e7c-0b97-41b5-ac10-a66bb1f6f283.csv,Kidney-RCC,3,2
95,cf54c96-2b62-4e24-926f-d77576250dd1.csv,Kidney-RCC,4,2
96,d2cc59d-f5ce-46ed-beb0-4c80b24cbe71.csv,Kidney-RCC,5,2
97,ef23192-57cd-4301-b7a7-5e82ca62482d.csv,Kidney-RCC,6,2
98,14407ad-670e-4d1e-9417-2b76f4810fff.csv,Kidney-RCC,7,2
99,19a1388-95e6-4708-a24c-3738f1908071.csv,Kidney-RCC,8,2
100,298ec82-8305-4c89-898f-268308f782b2.csv,Kidney-RCC,9,2
101,2aafb9c-230a-43df-9a43-b34aa145a7bd.csv,Kidney-RCC,10,2
102,504d5a9-29b0-4b7e-ac7b-5e543449a0f4.csv,Kidney-RCC,1,2
104,8f64a71-e545-4eb6-9da3-2d43ae0c2627.csv,Kidney-RCC,3,2
105,9ad6b1c-baa0-45a7-b7c4-733728505b8a.csv,Kidney-RCC,4,2
106,a2b9fe2-97e0-4d4f-afd7-a5acf638800f.csv,Kidney-RCC,5,2
107,bb788dd-964b-4cfd-80e1-979c7b5b3c52.csv,Kidney-RCC,6,2
108,df045a6-ab6a-4dc5-b0b0-d72fbb26b0bb.csv,Kidney-RCC,7,2
109,f5deb22-f7eb-409d-a0e4-882716199c39.csv,Kidney-RCC,8,2
110,01710f9-efc8-4b5f-9e53-300b30f9219f.csv,Kidney-RCC,9,2
111,2ab7fd4-d1c7-48ae-ba9a-78c5d811465e.csv,Kidney-RCC,10,2
112,429c27a-5963-42fe-b3a0-7252c20669d8.csv,Kidney-RCC,1,2
114,5c87d16-172f-4790-8867-949dcaa534d4.csv,Kidney-RCC,3,2
115,8415cf6-8e4d-4c54-811e-199da14237f1.csv,Kidney-RCC,4,2
116,926a39f-d057-4e78-8907-b74f52157d99.csv,Kidney-RCC,5,2
117,991f23a-dc1b-427a-b798-bd4187d3aa02.csv,Kidney-RCC,6,2
118,acd4cc2-fc2b-4fbd-adf6-c8a46ae69c91.csv,Kidney-RCC,7,2
119,b4592fb-13c2-4d61-9dc3-a5d43def8d4b.csv,Kidney-RCC,8,2
120,b4d1d04-1189-4c0e-99a7-904667af07b5.csv,Kidney-RCC,9,2
121,ddea2e4-b8c3-4157-9d92-6de472e8375a.csv,Kidney-RCC,10,2
122,e4c3f91-d164-47df-9971-feba840d247c.csv,Kidney-RCC,1,2
124,ecfb419-63b3-47b0-9dfc-baae180566a0.csv,Kidney-RCC,3,2
125,053d377-e4f2-4aee-af7d-e61605e0f4f5.csv,Kidney-RCC,4,2
126,1217ebe-1826-41a9-b6c4-702100a66f5e.csv,Kidney-RCC,5,2
127,5c89fcf-cc57-4fad-a138-ea47ee9ea225.csv,Kidney-RCC,6,2
128,6801359-d1d7-4871-b2fb-180674a2e469.csv,Kidney-RCC,7,2
129,be80d6c-7513-4f5e-9919-669b6d1fa68c.csv,Kidney-RCC,8,2
130,ffb868c-f905-41a0-ace1-b5e508732534.csv,Kidney-RCC,9,2
131,03330dd-c616-4ad5-abc3-6d6b0445e9e9.csv,Kidney-RCC,10,2
132,269134a-e3d5-4020-bcf5-01fb42f914b2.csv,Kidney-RCC,1,2
134,3c1a125-06e9-41c4-9558-275a3e346cc5.csv,Kidney-RCC,3,2
135,4baf913-c4ac-46f3-83b6-306b9182207d.csv,Kidney-RCC,4,2
136,64e9609-d75d-400c-a92d-d77fd54d6c29.csv,Kidney-RCC,5,2
137,6e758a5-150f-4424-90b7-1c1a34aec9a3.csv,Kidney-RCC,6,2
138,9a81200-5381-496a-8062-099f9e793618.csv,Kidney-RCC,7,2
139,a5e2900-95e7-4700-9707-a329cd0c77fd.csv,Kidney-RCC,8,2
140,b194ca3-10aa-4dc5-8d08-619ddbd6d1b6.csv,Kidney-RCC,9,2
141,bf937f1-5f30-470c-8a77-46cd1c41e073.csv,Kidney-RCC,10,2
142,d74de4d-6973-4597-a541-e8a13d80ad55.csv,Kidney-RCC,1,2
0,040b1b6-b07a-4b6e-90ef-133523eaf412.csv,Liver-HCC,3,2
1,0c27940-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
2,1dc6872-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
3,30695f6-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
4,3c88506-d72e-4a44-a34e-a7f0564f1799.csv,Liver-HCC,7,2
5,41e3b42-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
6,62e96d4-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
7,6ecd127-6c24-422d-a7fb-bf5aee1b8b7b.csv,Liver-HCC,10,2
8,72f4146-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,2
10,a9c9db0-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,2
11,be08326-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
12,cdbabf2-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
13,d259ac2-03d1-4814-9b0b-d05e3a6029b7.csv,Liver-HCC,6,2
14,dd39eca-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
15,eeafcd6-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
