tumor_wgs_aliquot_id	n_sites	n_mut_sites	f_mut_sites
3f039593-91d1-43cb-a06b-41e92f7e8d20	1009255	77	7.62938999559e-05
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	504450	115	0.000227971057587
3f3aff50-d71b-44af-85d4-f81e813ea420	660382	12	1.81713008531e-05
3f72f750-5666-44e7-acaf-a912d89475be	513535	18	3.50511649644e-05
3f98d326-5676-4257-9af8-0a5f5d3c2527	535362	1106	0.00206589186382
3f99ae0e-c623-11e3-bf01-24c6515278c0	1053162	1691	0.00160564091754
3faeb03e-c622-11e3-bf01-24c6515278c0	1026901	6786	0.00660823195225
3fb8f017-576f-4901-b8bf-3a58e5d43de3	513474	592	0.00115293082026
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	931562	5990	0.00643006047907
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	890752	49	5.50096996695e-05
400b4d20-7a23-49a1-aba1-eeecb35b1b2a	992385	9927	0.0100031741713
4019c219-c51e-479f-8a9d-cfa6816ed696	564362	2702	0.00478770718085
40378b7a-a65d-4510-aaba-a34c4058fac7	814903	11282	0.0138445925466
408ed640-75f6-4346-bdd0-3b93c51adae5	799864	138	0.000172529329986
40a609bb-2c8f-4146-83c4-e7b0d1b23619	895391	10	1.11683052432e-05
40b1e928-c623-11e3-bf01-24c6515278c0	1051373	2931	0.002787783213
41027c0b-85af-4c78-bba0-0da63cd75fa9	1044497	2017	0.00193107304281
41840dc1-5ea2-4f01-a0d4-8b65add641c8	724283	687	0.000948524264687
418a3dec-96ff-4719-becb-e1a8260cce2f	735046	481	0.000654380814262
418e916b-7a4e-4fab-8616-15dcec4d79f8	871797	6145	0.00704865926357
41a7b031-d928-4a1f-891b-82fb3f6d548f	605169	4914	0.00812004580539
41c565a9-d44a-447f-85c0-98f23bfee1b3	1067550	3	2.81017282563e-06
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	612214	184	0.000300548501014
41dba8d1-8aad-474c-a82b-20b28ab818bd	772527	115	0.000148862110968
41de507a-c623-11e3-bf01-24c6515278c0	776368	837	0.00107809698493
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	1006436	254	0.000252375709931
42465bbd-289b-4e96-98fe-76809c5e1520	1030899	776	0.000752741054167
4255582e-c622-11e3-bf01-24c6515278c0	521258	698	0.00133906817737
42629ae0-9410-4fac-8df1-2c276467deb5	1092853	2595	0.00237451880537
4283773c-c04b-4f33-a398-f3566f6d293a	1100903	10616	0.00964299307023
428c100f-d7d0-4860-a8fc-2bae6a4bba95	734608	611	0.000831736109599
429aad6f-816d-4739-baa3-b0ebf2fcd501	980566	63	6.42486074369e-05
42a548f0-d86a-4273-8bda-be0fe6a53b20	1056175	988	0.000935451037944
42af8f74-fd4b-486d-bc11-db53cc471d62	997954	10052	0.0100726085571
42d20028-0ddc-4dac-9f05-d674f8915f21	810217	126177	0.155732353184
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	938963	185127	0.197161123495
42e92d78-c623-11e3-bf01-24c6515278c0	829236	471	0.00056799270654
42f00950-09c9-461a-8423-d5b04a96af10	1262932	2882	0.00228199142947
42f88b95-fa12-47c7-93f1-cf72f207291c	326517	1688	0.00516971551252
43206cb7-787d-4f68-8019-55e8585c4b4d	933806	46	4.92607672257e-05
436af904-65b2-4196-ad8c-a4e98081ee41	848286	72	8.48770343964e-05
43aa4123-0fe2-4071-8a81-cbdd0410b917	873970	793	0.000907353799329
43b675e0-22e0-42d6-a060-afc93e22ac95	1176585	1195	0.00101565122792
43be43cb-a367-4a74-94e4-973acafcf576	813494	21	2.58145726951e-05
43bf37e0-3dbc-4360-818c-fc1356d77495	736740	1287	0.00174688492548
43d630aa-3890-401c-bf56-e3a9f325734f	641436	33	5.14470656465e-05
43dadc68-c623-11e3-bf01-24c6515278c0	872810	724	0.0008295047032
43f7a2e0-fec9-4e43-872d-18c6c946fa17	632180	245	0.000387547850296
44083f54-0953-48e3-a704-11ad0988ad2e	1252561	370	0.000295394795144
441d2f21-b448-4fc8-8c54-9b85aca56237	1087095	809	0.000744185190807
44406493-37f4-48c7-961b-8714be50773a	1045022	2541	0.00243152775731
446437de-c622-11e3-bf01-24c6515278c0	944359	3066	0.00324664666721
448af8b4-e071-48b0-a65b-b4ad17afdc0c	1087903	3734	0.00343229129803
448eb0b1-916c-4a71-a0af-926c3935405b	599693	96	0.000160081908577
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	598465	144	0.000240615574846
44e4f08a-c623-11e3-bf01-24c6515278c0	875644	20	2.28403323725e-05
44eebc04-c027-45ae-beca-c4012b494f29	1127911	14662	0.0129992526006
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	854265	11	1.2876566405e-05
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	748732	1462	0.00195263458754
45348eff-4b09-4776-825e-b18de9dba937	1079847	361	0.000334306619364
45614404-2149-4468-848c-0796e3757d62	883754	12	1.35784392489e-05
45a7949d-e63f-4956-866c-df51257032de	735583	1689	0.00229613789334
45aedf22-c622-11e3-bf01-24c6515278c0	826098	653	0.000790463116967
45d0ccb2-641f-4348-b3a8-61f4113cd85b	1121299	9	8.0264050891e-06
45d6c95a-c623-11e3-bf01-24c6515278c0	849481	37	4.35560065499e-05
45e16b70-c3ec-493e-86d1-505ffdf5056c	918619	14170	0.0154253286727
460f7427-ebcf-404b-9e9e-e0278d0bca95	913567	1042	0.00114058410604
461df2ae-fcf1-4b93-be0a-c14954fe7c42	817378	2371	0.00290073870351
4624fd20-e2ad-4826-b606-a694b04e1076	695703	17	2.44357146656e-05
463bf060-8ba6-4a73-8173-172025f7b527	681299	126	0.000184940826275
4652ae03-b096-42d0-bdfa-3f6281d4f023	1217990	4349	0.00357063686894
46693a2b-5105-4770-a9e1-031dfedeb694	656015	3264	0.00497549598713
4679f37a-4f09-449b-a1d8-1f02847996da	870126	9871	0.011344334039
467ef778-f481-44f3-9768-b9900252d2ba	792657	296	0.00037342759857
468083cb-95c3-47c1-9d96-79bcf7bf3f26	672764	762	0.00113264086663
469eddf2-6e02-46bf-820f-6296a2b776e2	830586	16	1.9263507933e-05
46b127f4-a3de-486c-8b90-d300ee13b182	397678	207	0.000520521628051
46d35b82-e1b7-4d35-be5e-3a70fd47e421	845351	11096	0.0131259086462
46e166fe-3b20-49ad-98db-42c854c61c93	1262413	10155	0.00804411868382
46e503ae-461d-443a-869b-f261c5570de1	896976	123	0.00013712741478
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	604432	5645	0.00933934669243
47050918-c623-11e3-bf01-24c6515278c0	887737	216	0.000243315306222
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	780996	127	0.000162612868696
47312f61-5ef4-4f25-9320-8fbb4758790e	928103	828	0.000892142359199
473fe833-fcc6-485e-93d2-95e662c3ef53	1160400	10	8.61771802827e-06
475bca00-9089-4f50-8638-4e5e8aca6dcd	1147844	165	0.000143747756664
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	1024765	77	7.51391782506e-05
47b5d831-5287-4f62-b17a-6e5eff2e4184	925962	118	0.000127435035131
47d77750-c622-11e3-bf01-24c6515278c0	659457	878	0.00133139840808
47d90eeb-b8b7-408f-ad82-4aa56c0d563b	1036245	6	5.79013650247e-06
47e5ff56-9534-4fcf-a593-33027e877f93	768193	6	7.81053719573e-06
4808f9e1-452d-45eb-9b87-2f87c67d3452	751173	23	3.06187788965e-05
4838b5a9-968c-4178-bffb-3fafe1f6dc09	477465	34	7.12094080194e-05
483bb781-0179-42e1-bf9c-487b240769b8	914242	51	5.57839171685e-05
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	827382	613	0.000740891148224
4853fd17-7214-4f0c-984b-1be0346ca4ab	390628	52	0.000133118977646
48624a82-c623-11e3-bf01-24c6515278c0	817938	2	2.44517310603e-06
48a0da38-8147-40fe-b683-3f070413a792	989118	448	0.000452928770885
48b15122-b1e9-4c30-8fc5-70a07686779a	918240	14648	0.0159522564907
48c33a30-557b-4ecf-8066-5b4b068b5e3a	977335	1405	0.00143758281449
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	1068963	1285	0.00120209960494
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	985249	1094	0.00111037920363
4904d56f-0fe7-4482-8f6d-9e54d261f399	888141	1455	0.00163825338544
492694a7-bb41-4128-a909-c424e7fc0c9e	658206	217	0.000329684019897
492b4e58-12e2-47b2-bd47-28f8607072fa	1105131	40	3.61948040549e-05
493e7008-551c-4c0e-b567-a0f31868629e	840280	2330	0.00277288522873
494701ce-05d4-440b-a65e-d925902b9d42	1044819	513	0.000490994133912
49795e42-c623-11e3-bf01-24c6515278c0	768497	151	0.000196487429359
498ecf81-921d-4df9-a6a4-a625f484e823	589170	78	0.000132389632873
49900a43-d42e-4052-a8cb-1563b82ad0a0	986674	1	1.0135059807e-06
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	1139742	16	1.40382648003e-05
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	982626	1	1.01768119305e-06
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	587252	4	6.81138591269e-06
49dec0c2-8e75-4f44-a253-82b2ea605890	1178203	41	3.47987570902e-05
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	729559	1131	0.00155025159034
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	595117	125	0.000210042731093
4a35b01f-5e19-4673-abea-d87fd1d605d0	928291	12	1.29269808713e-05
4a4309b0-2aca-4d6a-ac50-039b28406bba	792612	13	1.64014675529e-05
4a4e0397-8702-46ef-aaa8-3980f03a40bf	1237318	945	0.000763748688696
4a698352-25e6-4137-bef8-b6520d5b1b95	754688	179	0.00023718410787
4a703d3e-c623-11e3-bf01-24c6515278c0	815027	599	0.000734944977283
4a88981e-e409-440f-9bf0-71ca1bab8b4e	1202371	8853	0.00736295203394
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	1129176	65536	0.0580387822625
4aaae9d8-0693-4901-816e-aaeb8d3ecfaa	724747	855	0.00117972202713
4adc846a-42cb-4ebd-a954-e31eb29d7572	947333	5373	0.00567171205901
4b066ffa-bf77-48dd-9932-857bff63091a	963297	10	1.03810143704e-05
4b44b313-6f74-4233-bec4-7e41c91c77f1	788800	725	0.000919117647059
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	1035162	5295	0.00511514139816
4b7a704b-e516-4275-be11-45cc935237e2	622703	5	8.02951005536e-06
4b8943be-c623-11e3-bf01-24c6515278c0	796426	297	0.00037291600224
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	543743	2	3.67820827119e-06
4b91ece6-c9b2-4889-b18c-c63eb58eb061	883859	37	4.18618806846e-05
4bae2f08-da75-4991-acb8-5ba9912f9131	1199856	15	1.250150018e-05
4c027164-12de-456f-b933-6bc91f70b46f	1081516	3172	0.00293292008625
4c183106-c622-11e3-bf01-24c6515278c0	906107	1151	0.00127026940527
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	899133	140	0.000155705551904
4c3840df-9824-40db-879e-6d24adc8c155	846500	2067	0.00244181925576
4c3eda94-56f4-46d3-8c88-50d476e773f6	737694	8	1.08446049446e-05
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	1042036	16	1.53545558887e-05
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	1201482	4193	0.00348985669365
4c5228b5-bf31-4abd-a47c-d088e16dba13	1027480	1460	0.00142095223265
4c59fb2d-21b6-4b09-8174-6102de736e4d	874060	470	0.000537720522619
4c6d5765-f6e2-42ca-b673-32ca03523035	1105986	33	2.98376290477e-05
4c755527-3b5d-4d36-822d-990aa1003d6a	1051776	32	3.04247292199e-05
4c8afa82-c623-11e3-bf01-24c6515278c0	889152	397	0.00044649283812
4cbe411b-b05e-46bd-bea8-126289a0866c	1055516	1222	0.00115772759484
4ceeb025-2f16-4f80-b9b4-0151346349c6	428088	13	3.03675879726e-05
4cfb0aee-6661-478a-8694-9d8ba15e46b7	1034763	11254	0.0108759203798
4cff8590-559e-4204-8635-96e11bfeda68	889448	146	0.000164146751693
4d11d7da-1204-437e-87b1-e8337a67c9a8	1109529	783	0.00070570485314
4d121008-0987-4142-a2b8-7dac58f3110a	974155	296	0.000303853082928
4d1a4587-adb4-4a65-943e-f19efe8de142	779750	115	0.000147483167682
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	906643	20096	0.0221652844615
4d409156-3a36-4c63-9ad6-b6af34f27b06	733265	175	0.000238658602279
4d4eff82-ede0-47f1-b49a-ada025952114	770210	591	0.000767323197569
4d690424-b015-46ae-885d-aa6d9031f66f	666398	874	0.001311528546
4d6bb438-86f0-4414-962f-2b1cebee4524	958245	42	4.38301269508e-05
4d72d06d-b6af-4294-9eef-6e61e067761f	798108	655	0.000820690934059
4d7f2c74-862b-4aad-98e1-fa831f14a905	673656	166	0.000246416568694
4daa2708-d0db-40fe-a07a-763f003adcae	1003693	227	0.000226164773491
4dac9498-c623-11e3-bf01-24c6515278c0	796274	30	3.76754735179e-05
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	957668	11	1.14862353133e-05
4dc9b032-7f7b-486d-a12b-8461af89501d	598607	131	0.000218841410141
4de7441f-a609-4a75-9fe7-17a647079ac1	959882	137	0.000142725876722
4e1b8e31-3775-4361-bbb4-425b1dfffa27	972343	4535	0.0046639920275
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	707995	67	9.46334366768e-05
4e596add-a7c5-4617-9649-b4ac6612e39c	1109372	1540	0.00138817276802
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	662651	2045	0.00308608905744
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	916693	23	2.50901883182e-05
4e8396f7-9506-4401-96b6-bb2e89557d59	1018844	3286	0.00322522388118
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	833804	10147	0.0121695266513
4e913899-eeb8-4630-ba9d-41a81ced8069	973935	715	0.000734135234898
4eac784b-084a-4106-9a76-2d9fbec57033	1057320	679	0.000642189687134
4ecbfd89-393f-4126-aa1c-951a2c23ef89	768814	12	1.56084566618e-05
4ed52e0c-c623-11e3-bf01-24c6515278c0	849700	31	3.64834647523e-05
4edcdcec-f837-4620-8e02-5f638ce21e6c	849225	4	4.71017692602e-06
4ef20a13-f107-4654-adca-fc60b8f5be47	1061613	1161	0.00109361886111
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	1068646	2427	0.00227109819341
4f2bb51c-ed8d-437d-9678-1eaca0ee1ece	926749	133	0.000143512428932
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	602933	2696	0.00447147527171
4f6f48bc-c622-11e3-bf01-24c6515278c0	1088646	2540	0.00233317350176
4fdc8980-c623-11e3-bf01-24c6515278c0	666572	2388	0.00358250871624
50203cff-83f8-4884-8346-b91ef717d00e	976130	46	4.71248706627e-05
5042b417-d14e-42bb-b6f3-de303346a252	923210	1748	0.00189339370241
5046f1b4-9d95-4841-ba30-691fa44719a2	960485	5414	0.00563673560753
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	924135	1374	0.00148679576036
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	846827	16	1.88940598257e-05
50515723-b495-42a9-8750-e3da288bf6a3	789125	30	3.80167907492e-05
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	699042	2687	0.00384383198721
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	976200	59	6.0438434747e-05
50b61288-1412-4104-92e6-8b1a359ef399	1422506	2588	0.00181932448791
50e3a421-9741-4cd8-911b-0f47ca518b6a	1047277	65	6.20657190027e-05
50eb58ba-c623-11e3-bf01-24c6515278c0	780762	64	8.19712024919e-05
50ee360c-e3df-4888-9999-ebb88e271d08	772628	101	0.000130722676372
50f4d836-79a9-4bc7-a63a-7aa29e41d418	735452	13	1.76762045654e-05
51206157-94cc-4702-8247-c98283b487aa	617856	4	6.47400041434e-06
513bafce-375c-49b0-ae75-6c607abd05d8	647717	582	0.000898540566328
51458c86-0fdd-470e-b059-1ffbffc92a7f	1152263	10274	0.00891636718353
5174f450-0bf7-4237-a53e-844064f0e701	864793	115	0.00013297979979
51800588-c622-11e3-bf01-24c6515278c0	856009	795	0.000928728553088
5187e77d-f412-4303-8049-11d1aa1a0235	1285237	4334	0.00337214070245
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	1096871	10823	0.00986715848992
518d6c1b-8234-40be-9560-6d383d5866fa	976081	57	5.83967928891e-05
5193a482-6ed9-4504-bd7c-c8b9e4103577	732125	396	0.00054089124125
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	980797	69	7.0350949279e-05
51b25b37-f75c-4380-a0f6-5273e0b7ee33	931590	8765	0.00940864543415
51dd1a39-7349-442c-b7e1-7850fb800569	921965	320	0.000347084759183
51e5a835-eb48-4640-87d0-f40f5e2bff18	1243984	329	0.000264472854956
520b8ab2-c623-11e3-bf01-24c6515278c0	837707	222	0.000265009126103
522dc834-8367-4f49-b93b-fcba91a2de7e	814389	14054	0.0172571093175
524bbd14-1e1f-479b-9a71-d27fce32d8bc	1025300	95	9.26558080562e-05
5255d645-d3d2-422e-8449-046cd21f4935	984006	1053	0.00107011542613
526b3796-2cbd-4eec-8273-064b41456279	901851	827	0.000917002919551
52910a60-bb15-4ba5-9d09-50d8ee6a445b	712379	247	0.000346725549181
52d8ccfc-c623-11e3-bf01-24c6515278c0	845170	410	0.000485109504597
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	748250	85	0.000113598396258
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	1166990	1176	0.0010077207174
5310f698-d31a-4628-84b4-dc9ac29722a5	833912	29	3.47758516486e-05
532259b8-c622-11e3-bf01-24c6515278c0	730674	1010	0.00138228539677
532bec86-b8d3-41a1-ba17-913a7d378f66	1128926	6237	0.00552471995507
534d941c-ec2d-47eb-b2dc-d3f856d0b151	664694	48	7.22136802799e-05
53534b3c-cd15-4d68-a9b1-6902bb234c45	1001287	1600	0.00159794344678
536dedba-46c4-4a21-b112-13c030b13069	1167893	882	0.000755206170428
537cccf2-fb25-448b-813e-ca5d5642b910	534467	35	6.54858017427e-05
53ac794d-1067-43e0-8dc0-43b131f43ec5	768470	5	6.50643486408e-06
53bb7112-3e38-45fe-a9c4-1b0871babf4a	555611	793	0.0014272575597
53bcbb68-addd-47fc-9910-cd1d3f38197d	1068007	8188	0.00766661641731
53d32d8b-5649-42b0-8c52-2c39af2a961b	560971	22	3.92177135716e-05
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	722969	39	5.39442216748e-05
53df19a8-c623-11e3-bf01-24c6515278c0	891938	103	0.000115478878577
53e6a756-bdcc-4217-afe7-27d776159544	1204811	3180	0.0026394181328
54016082-bdd0-443b-ae1c-83b8a26e57e7	1054096	24	2.27683247067e-05
54195db3-94a9-4538-8bb8-9953d936acd4	1183717	17837	0.0150686354931
541f91bd-7e9d-4348-9e78-45b948d8967e	996271	59478	0.0597006236255
54319e3d-c28f-4ba1-9c87-299d303e4de3	622132	4	6.42950370661e-06
54354d24-c622-11e3-bf01-24c6515278c0	842473	239	0.000283688616727
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	766034	11	1.43596759413e-05
546b97b0-ab82-42a1-bbd2-241523278ec3	1092541	31	2.83742211963e-05
546b982f-60d9-43df-9761-09369afbee2d	909906	284	0.000312120153071
54842328-9432-4820-8976-7964bf9bf147	870102	237	0.000272381858679
54a77010-2f16-4da9-8ca0-746a51801a00	696753	3372	0.00483959164869
54cfd4b0-c623-11e3-bf01-24c6515278c0	833528	89	0.000106775057347
54e78de0-d357-4125-a904-ab35e461572b	1023949	6625	0.00647004880126
551d5082-ab6a-4674-af0d-ce408f589949	1011958	37	3.65627822499e-05
5533240d-8fed-440d-b781-6092785a77ce	684371	5613	0.00820169177245
55345803-83d4-4fdb-b0ee-328753801da1	1064759	11433	0.0107376411
554b9439-7e11-43ec-8bc3-448c59100b9e	842004	3707	0.00440259191168
558239c7-a160-4228-8fdf-a0a1d2f62133	473488	5692	0.0120214239854
558cb14a-a3b9-488d-ae53-3ef2e215c786	996034	65	6.52588164661e-05
559c30f2-8ae7-43c8-819c-800261065e06	1002099	11679	0.0116545371266
55ada396-0878-4724-8ebe-00da367eed3d	710663	1007	0.00141698667301
55c75a2a-f3d2-4469-9d23-604cf539d548	910966	99	0.000108675845202
55c82198-5be6-4cc5-b5b3-b707af234107	574696	26	4.52413101883e-05
55e520f4-0e4b-41a2-9951-c4e9f323100b	718766	1	1.39127337687e-06
55e5497a-c623-11e3-bf01-24c6515278c0	816928	57	6.97735908183e-05
561fd34c-7c7d-4df0-bbfc-3d31147ca562	839460	1124	0.00133895599552
56425c2e-6bbf-4b20-ba07-79a526dd4603	1101800	1442	0.00130876747141
5650dc4e-8bce-4716-9199-cd5750d7a888	1195522	7142	0.00597395949217
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	909427	277	0.00030458739404
56681386-d407-4f53-ae4f-6c04437652f7	764700	227	0.000296848437296
5687e321-0c36-4a38-a4c5-d7a26171ac1c	265619	172	0.000647544038642
569393c8-e2fe-4580-a45b-81f1b1e01135	1184008	28	2.36484888616e-05
569ff1b4-de87-4309-8484-80549aaf9485	1156347	318	0.000275003956425
56c846d6-c622-11e3-bf01-24c6515278c0	771320	24	3.11154903283e-05
56cc8740-b132-4cbc-b513-f0b5b2305ca6	1155448	3194	0.00276429575368
56d4ea48-c623-11e3-bf01-24c6515278c0	662476	2	3.01897729125e-06
56ddcb96-e90b-4fce-aa4c-c677bbfee488	921777	1903	0.00206449065229
56e57223-264e-489d-bc9a-a07789065c40	897575	5	5.57056513383e-06
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	840817	201	0.000239053206584
5702affd-eafe-42a4-8f56-c1f22f8f184d	756723	228	0.00030129915438
5714b52d-7048-41b5-8141-bf42d960abe4	1019333	151	0.000148136085067
571ce258-b453-4cac-b05e-05755791be84	832261	681	0.000818252927868
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	763047	1425	0.00186751274823
5769ae11-5f1b-483f-b228-7584591c66e6	386728	5452	0.014097763803
576a1741-8c65-40da-9f0f-b2ca805d70f3	866676	1691	0.00195113283395
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	944390	65536	0.0693950592446
577f1ca0-ef1e-4976-b067-910bd4e8a761	1131151	1299	0.00114838779261
578ba169-1d2f-4187-b174-082bbc6a5bd2	908374	1083	0.00119224020062
57947014-053e-4c34-b6a7-9e6f36f48010	763974	7	9.16261548168e-06
5808f774-c623-11e3-bf01-24c6515278c0	842814	17	2.01705239828e-05
581be6cf-9778-49c3-9c77-1316eaa78929	715222	470	0.000657138622693
58891151-82b7-497c-aaaa-5707bfdf32b8	402275	647	0.00160835249518
589daa3f-0b76-4c9c-b494-048955e36052	1188938	9886	0.00831498362404
589e0aea-9057-4b8c-8af1-74c74fe46a38	913759	2477	0.00271078041365
58c7e9c3-1345-48c0-a758-0887358b8696	639930	4217	0.00658978325754
58d3e932-b4a3-4cac-a6ac-73160e354a15	689201	4309	0.00625216736482
58e2453c-bb58-43a3-9642-705ec0e0bdbd	684277	7	1.02297753687e-05
58f4ff52-c623-11e3-bf01-24c6515278c0	878190	17	1.93579976998e-05
58faf969-bf37-4180-8807-2f44f2cc8eda	621867	3753	0.00603505251123
5912d4b3-2d5d-4b98-b967-1b4ff177097a	827395	8	9.66890058557e-06
5935dd9d-d411-48f8-8512-aa73a63878b0	1019649	6289	0.00616780872634
59632e7e-c622-11e3-bf01-24c6515278c0	983382	10849	0.0110323353488
5975deb5-00d2-4d18-b5c0-34ac9947fe11	1187063	61	5.13873315907e-05
597e4011-ea99-4356-b1d9-8cfe35db7c3b	870211	217	0.000249364809224
59938f45-3e57-43d6-af3b-bb4968249e5a	1004772	40	3.98100265533e-05
59bfcb53-91c1-4dce-856a-f4afc8fa6224	1148091	497	0.000432892514618
59c18694-8a43-41dd-a6f6-52a20bc8dd54	1059855	601	0.000567058701426
59e2d6d1-debd-4796-ab0c-6a5673a990fc	1025441	120	0.000117022822376
5a51a6fc-c623-11e3-bf01-24c6515278c0	728550	62	8.51005421728e-05
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	865856	340	0.000392674994456
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	936827	576	0.000614841374128
5a7f3c88-ef02-4e97-8009-5622245b6a09	680720	13	1.90974262546e-05
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	719070	106	0.000147412630203
5b178f44-c622-11e3-bf01-24c6515278c0	1111202	7637	0.00687273781005
5b180356-cf58-4fad-a3d4-00fc12b43fcc	740706	1384	0.00186848763207
5b41e033-6df8-411e-a13b-59eeb8afbf9b	932630	191	0.000204797186451
5b4b2312-acb5-4329-8d46-7f93213e3daf	781319	186	0.000238058974631
5b560f4c-d2a3-43fa-b394-abef78bdefc1	865681	6952	0.00803067180636
5b7d5767-2037-4175-aec9-886776343181	1017694	3059	0.00300581510749
5bb37ffc-c623-11e3-bf01-24c6515278c0	825577	107	0.00012960632382
5bcf473f-417d-47a5-9745-ac7faf830b1f	771698	32	4.14669987482e-05
5bd15984-630f-46a9-a99e-0c24b26f2ed7	215149	9	4.18314749313e-05
5bdca282-c671-48ff-b32b-2380996016c0	658231	8	1.21537879559e-05
5beafbbb-4613-4bab-977a-11c865e13a84	833594	97	0.000116363601465
5bebc389-de0d-45b8-9d2f-6476988c358a	790913	5239	0.00662399024924
5c02d399-07af-4573-a568-bc1b256bc8f8	1128702	357	0.000316292520081
5c156f63-6537-4d93-a6c2-4155618cf638	906092	16	1.76582510385e-05
5c3def3a-b515-41f6-8157-681b963534e7	896288	29	3.23556713913e-05
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	859270	57	6.63353777043e-05
5c50334e-218d-4bf2-adcb-53dcebf30b57	543318	700	0.00128837991747
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	904224	108	0.000119439430937
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	903587	69	7.63623203964e-05
5c9b8a2c-c623-11e3-bf01-24c6515278c0	770822	63	8.17309313953e-05
5cbd429f-ffab-41ad-8016-422f1c922e99	952334	235	0.000246762165375
5cc7c966-499e-49e3-b509-4eeb00ee03d4	996306	17025	0.0170881235283
5cf21488-c622-11e3-bf01-24c6515278c0	822830	1186	0.00144136698954
5d58b984-e0b8-4237-a576-0e9d4079599e	794205	25	3.14780188994e-05
5d6ad982-bb01-4233-b8fa-d129460eec79	984064	358	0.000363797476587
5d922e48-aa70-454d-9417-c9af686feebc	839293	2490	0.00296678275644
5d9ff58c-5702-48fc-a66a-d1276327fd49	1078510	16393	0.0151996736238
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	762600	2531	0.00331890899554
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	639717	15	2.34478683543e-05
5dce221a-c623-11e3-bf01-24c6515278c0	773110	260	0.000336304018833
5deeaa45-4c1b-4ab2-a487-93c548838f68	656861	46	7.00300367962e-05
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	1009890	247	0.00024458109299
5df489bc-6178-49e4-8a42-506f70300dff	781554	5122	0.00655360985933
5e9c69d2-c622-11e3-bf01-24c6515278c0	978938	228	0.000232905454687
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	740551	732	0.000988453192285
5ecc88f7-8391-4168-af11-07a6bf9b3652	748277	13	1.73732454693e-05
5eddfb26-c623-11e3-bf01-24c6515278c0	915066	3	3.27845204608e-06
5ee1dda9-2e84-4617-af09-2ae02873b44d	853300	692	0.000810969178484
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	992010	10	1.00805435429e-05
